URL,Name,data_provided_by,owner,Publishing Department,currentVersion,Frequency,source_link,supportedQueryFormats,fields,copyrightText,Application,definitionExpression,supportsPagination,canScaleSymbols,Source,supportsDistinct,hasLabels,supportsReturningQueryExtent,canModifyLayer,allowOthersToQuery,supportsStatistics,maxRecordCount,supportsTrueCurve,supportsOrderBy,owner_uid,supportsAdvancedQueries,supportsQueryWithDistance,useStandardizedQueries,hasM,isUnique,Department,isAscending,Contact Email,provenance,Last Update,Endpoint,Public Access Level,Geographic Coverage,Unique Identifier,Homepage,Publisher,capabilities,Theme,Issued,published_version_name,Contact Name,visits,parent_uid,effectiveMinScale,publication_stage,supportsDatumTransformation,maxScale,derived_view,description,htmlPopupType,published_version_uid,domain,geometryType,hasAttachments,public,contactemail,creation_date,license,api_endpoint,defaultVisibility,id,Spatial Reference wkid,displayField,last_update_date_data,downloads,keywords,category,minScale,type,u_id
https://data.seattle.gov/d/m985-ywaw,Fire 911,Seattle Fire Department,Rob Dollison,,,,http://web5.seattle.gov/MNM/incidentresponse.aspx,,,,,,,,,,,,,,,,,,iawv-aeas,,,,,,,,,community,,,,,,,,,,,,,12037,kzjm-xkqj,,published,,,true,,,,data.seattle.gov,,,true,,2010-08-24T12:26Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/m985-ywaw.json,,,,,2019-03-13T16:40Z,658,,Public Safety,,map view,m985-ywaw
https://data.seattle.gov/d/e3zj-s4zh,Seattle Crime Stats by 1990 Census Tract 1996-2007,Seattle Information Technology,Seattle IT,,,To Be Determined,,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,10874,,,published,,,false,Violent Part 1 crime statistics by 1990 census tract.,,,data.seattle.gov,,,true,,2009-11-23T20:07Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/e3zj-s4zh.json,,,,,2011-08-21T02:48Z,3022,"crime,violent,seattle",Public Safety,,dataset,e3zj-s4zh
https://data.seattle.gov/d/bnq7-2pc8,Transit Communities Funding Toolkit,Office of Planning and Community Development,"Sheehy, Katie",,,To Be Determined,,,,,,,,,,,,,,,,,,,9vuc-jwdr,,,,,,,,,community,,,,,,,,,,,,,7873,,,published,,,false,"The funding toolkit identifies funding sources for three broad categories of livability elements: infrastructure investments, which may include right-of-way improvements, sidewalks, Green Streets, or bike lanes/facilities; community development, such as affordable housing, public services, schools, historic preservation; and parks and open space, which includes parks, playfields, plazas, and p-patches.",,,data.seattle.gov,,,true,katie.sheehy@seattle.gov,2011-02-14T19:47Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/bnq7-2pc8.json,,,,,2011-08-21T02:48Z,1367,"funding,levies,community development,economic development",Community,,dataset,bnq7-2pc8
https://data.seattle.gov/d/z2uh-bh57,Seattle Real Time Fire 911 Calls,Seattle Fire Department,Dusty Wilson,,,,http://web5.seattle.gov/MNM/incidentresponse.aspx,,,,,,,,,,,,,,,,,,whtr-5bcj,,,,,,,,,community,,,,,,,,,,,,,9493,kzjm-xkqj,,published,,,true,Provides Seattle Fire Department 911 dispatches.,,,data.seattle.gov,,,true,,2010-12-04T23:09Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/z2uh-bh57.json,,,,,2019-03-13T16:40Z,437,"seattle,911,fire,dispatch e911",Public Safety,,map view,z2uh-bh57
https://data.seattle.gov/d/nn3z-wcx3,Fire,Seattle Fire Department,dchan89,,,,http://web5.seattle.gov/MNM/incidentresponse.aspx,,,,,,,,,,,,,,,,,,k89z-r9bj,,,,,,,,,community,,,,,,,,,,,,,8797,kzjm-xkqj,,published,,,true,Provides Seattle Fire Department 911 dispatches.,,,data.seattle.gov,,,true,,2011-02-03T07:16Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/nn3z-wcx3.json,,,,,2019-03-13T16:40Z,404,"seattle,911,fire,dispatch e911",Public Safety,,map view,nn3z-wcx3
https://data.seattle.gov/d/65db-xm6k,Fremont Bridge Hourly Bicycle Counts by Month October 2012 to present,Seattle Department of Transportation,"Zuniga, Rafael",,,Other,,,,,,,,,,,,,,,,,,,psms-jbhq,,,,,,,,,official,,,,,,,,,,,,,16408,,,published,,,false,"The Fremont Bridge Bicycle Counter records the number of bikes that cross the bridge using the pedestrian/bicycle pathways. Inductive loops on the east and west pathways count the passing of bicycles regardless of travel direction. The data consists of a date/time field: Date, east pathway count field: Fremont Bridge NB,  and west pathway count field: Fremont Bridge SB. The count fields represent the total bicycles detected during the specified one hour period. Direction of travel is not specified, but in general most traffic in the Fremont Bridge NB field is travelling northbound and most traffic in the Fremont Bridge SB field is travelling southbound.",,,data.seattle.gov,,,true,,2013-03-14T19:37Z,Public Domain,https://data.seattle.gov/resource/65db-xm6k.json,,,,,2019-03-04T22:43Z,20255,"bicycle,traffic,fremont,seattle,counts,bike counts,bike",Transportation,,dataset,65db-xm6k
https://data.seattle.gov/d/v7yw-9wph,simple 911,Seattle Fire Department,olivertracy,,,,http://web5.seattle.gov/MNM/incidentresponse.aspx,,,,,,,,,,,,,,,,,,bnka-ncin,,,,,,,,,community,,,,,,,,,,,,,7635,kzjm-xkqj,,published,,,true,Provides Seattle Fire Department 911 dispatches.,,,data.seattle.gov,,,true,,2011-03-18T20:39Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/v7yw-9wph.json,,,,,2019-03-13T16:40Z,956,"seattle,911,fire,dispatch e911",Public Safety,,filter,v7yw-9wph
https://data.seattle.gov/d/388b-92i2,Seattle crime by precinct,Seattle Police Department,Shawn,,,,http://seattle.gov/police/crime/default.htm,,,,,,,,,,,,,,,,,,3u8b-7pvf,,,,,,,,,community,,,,,,,,,,,,,5740,3xqu-vnum,,published,,,true,"Seattle Part 1 Crime stats by precinct
The precinct and beat data can be found at
http://data.seattle.gov/Government/Seattle-Police-Department-Beats/nnxn-434b",,,data.seattle.gov,,,true,,2010-11-01T22:43Z,Public Domain,https://data.seattle.gov/resource/388b-92i2.json,,,,,2014-07-21T21:42Z,205,"crime,violent,seattle,police",Public Safety,,chart,388b-92i2
https://data.seattle.gov/d/vcrj-7fx5,NE Seattle fire dispatch,Seattle Fire Department,Seattle Fire Department,,,5 minutes,http://web5.seattle.gov/MNM/incidentresponse.aspx,,,,,,,,,,,,,,,,,,tbmw-3kqs,,,,,,,,,community,,,,,,,,,,,,,15408,kzjm-xkqj,,published,,,true,Provides Seattle Fire Department 911 dispatches. Updated every 5 minutes.,,,data.seattle.gov,,,true,,2013-10-02T20:25Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/vcrj-7fx5.json,,,,,2019-03-13T16:40Z,327,"seattle,911,fire,dispatch e911,sfd mobile",Public Safety,,filter,vcrj-7fx5
https://data.seattle.gov/d/7nqc-eijt,Landmarks [arcgis_rest_services_ext_WM_CityGISLayers_MapServer_55],,Seattle IT,,,,http://seattle.gov/neighborhoods/preservation/landmarks.htm,"JSON, AMF, geoJSON",Shape,,,,,,https://gisrevprxy.seattle.gov/arcgis/rest/services/ext/WM_CityGISLayers/MapServer/55,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,"Map,Query,Data",,,,,6356,,,published,,,false,https://gisrevprxy.seattle.gov/arcgis/rest/services/ext/WM_CityGISLayers/MapServer/55,esriServerHTMLPopupTypeAsHTMLText,,data.seattle.gov,esriGeometryPoint,,true,,2011-12-20T18:57Z,Public Domain,https://data.seattle.gov/resource/7nqc-eijt.json,,,102113,NAME,2017-06-05T17:50Z,1443,"historic register,historic,landmarks,preservation,historic preservation",Community,,esri map,7nqc-eijt
https://data.seattle.gov/d/tj2n-gcwb,DataCamp View,Seattle Fire Department,Chris Metcalf,,,,http://web5.seattle.gov/MNM/incidentresponse.aspx,,,,,,,,,,,,,,,,,,i7d8-sc4w,,,,,,,,,official,,,,,,,,,,,,,5082,kzjm-xkqj,,published,,,true,Provides Seattle Fire Department 911 dispatches.,,,data.seattle.gov,,,true,,2011-02-19T22:01Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/tj2n-gcwb.json,,,,,2019-03-13T16:40Z,417,"seattle,911,fire,dispatch e911",Public Safety,,map view,tj2n-gcwb
https://data.seattle.gov/d/rk6r-ehyv,Notice of Medallion Transfers,Department of Finance and Administrative Services,"Consumer Protection Unit, FAS",,,To Be Determined,,,,,,,,,,,,,,,,,,,a62b-aawc,,,,,,,,,official,,,,,,,,,,,,,12868,,,published,,,false,This data set includes all transfer dates and values of taxicab and for-hire vehicle medallions.,,,data.seattle.gov,,,true,,2015-03-23T20:17Z,,https://data.seattle.gov/resource/rk6r-ehyv.json,,,,,2019-03-06T16:16Z,4743,"taxi,medallion,for-hire,tnc",City Business,,dataset,rk6r-ehyv
https://data.seattle.gov/d/vhj5-7z9y,seattle crime,Seattle Police Department,Shawn,,,,http://seattle.gov/police/crime/default.htm,,,,,,,,,,,,,,,,,,3u8b-7pvf,,,,,,,,,community,,,,,,,,,,,,,4845,3xqu-vnum,,published,,,true,"Seattle Part 1 Crime stats by precinct
The precinct and beat data can be found at
http://data.seattle.gov/Government/Seattle-Police-Department-Beats/nnxn-434b",,,data.seattle.gov,,,true,,2010-11-01T22:40Z,Public Domain,https://data.seattle.gov/resource/vhj5-7z9y.json,,,,,2014-07-21T21:42Z,212,"crime,violent,seattle,police",Public Safety,,chart,vhj5-7z9y
https://data.seattle.gov/d/nnxn-434b,Seattle Police Department Beats,Seattle Police Department,"6506 Baden, Toby",,,Other,,,,,,,,,,,,,,,,,,,6bay-fiph,,,,,,,,,official,,,,,,,,,,,,,9641,,,published,,,false,Spatial data files of City of Seatle Police precincts and beats. Coordinate system is WGS84,,,data.seattle.gov,,,true,toby.baden@seattle.gov,2010-06-22T20:19Z,Public Domain,https://data.seattle.gov/resource/nnxn-434b.json,,,,,2018-01-25T22:19Z,2649,"police precincts,police beats,boundaries,beats,precincts",Public Safety,,dataset,nnxn-434b
https://data.seattle.gov/view/upug-ckch,Seattle Real Time Fire 911 Calls,Seattle Fire Department,Seattle IT,,,,http://web5.seattle.gov/MNM/incidentresponse.aspx,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,7388,kzjm-xkqj,,published,,,true,Provides Seattle Fire Department 911 dispatches. Updated every 5 minutes.,,,data.seattle.gov,,,true,,2015-04-09T20:40Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/upug-ckch.json,,,,,2019-03-13T16:33Z,10,,Public Safety,,datalens,upug-ckch
https://data.seattle.gov/d/pvkf-73v3,Crime,Seattle Police Department,Miguel,,,,http://seattle.gov/police/crime/default.htm,,,,,,,,,,,,,,,,,,3hkj-t7vw,,,,,,,,,community,,,,,,,,,,,,,4592,3xqu-vnum,,published,,,true,"Seattle Part 1 Crime stats by precinct
The precinct and beat data can be found at
http://data.seattle.gov/Government/Seattle-Police-Department-Beats/nnxn-434b",,,data.seattle.gov,,,true,,2010-11-18T00:30Z,Public Domain,https://data.seattle.gov/resource/pvkf-73v3.json,,,,,2014-07-21T21:42Z,249,"crime,violent,seattle,police",Public Safety,,chart,pvkf-73v3
https://data.seattle.gov/d/bfut-s9h3,For sale,Department of Finance and Administrative Services,Finance and Administration,,,,,,,,,,,,,,,,,,,,,,rtg9-vvu6,,,,,,,,,official,,,,,,,,,,,,,8664,ihj6-wg8s,,published,,,true,,,,data.seattle.gov,,,true,,2013-12-19T19:10Z,Public Domain,https://data.seattle.gov/resource/bfut-s9h3.json,,,,,2018-08-08T22:41Z,181,,Finance,,filter,bfut-s9h3
https://data.seattle.gov/d/zgu4-deas,Seattle Crimes,Seattle Information Technology,Tom Skillman,,,,,,,,,,,,,,,,,,,,,,pesp-f8bu,,,,,,,,,community,,,,,,,,,,,,,4407,e3zj-s4zh,,published,,,true,Violent Part 1 crime statistics by 1990 census tract.,,,data.seattle.gov,,,true,,2010-10-03T20:43Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/zgu4-deas.json,,,,,2011-08-21T02:48Z,266,"crime,violent,seattle",,,chart,zgu4-deas
https://data.seattle.gov/d/fvr3-wh6w,three,Seattle Police Department,JasonD,,,,http://seattle.gov/police/crime/default.htm,,,,,,,,,,,,,,,,,,qt5u-53ye,,,,,,,,,community,,,,,,,,,,,,,3481,3xqu-vnum,,published,,,true,"Seattle Part 1 Crime stats by precinct
The precinct and beat data can be found at
http://data.seattle.gov/Government/Seattle-Police-Department-Beats/nnxn-434b",,,data.seattle.gov,,,true,,2010-10-20T18:24Z,Public Domain,https://data.seattle.gov/resource/fvr3-wh6w.json,,,,,2014-07-21T21:42Z,183,"crime,violent,seattle,police",Public Safety,,chart,fvr3-wh6w
https://data.seattle.gov/d/c3ri-wwcn,2011 Active Business License Data,Department of Finance and Administrative Services,JLCarnell,,,One Time,,,,,,,,,,,,,,,,,,,n3fs-imjt,,,,,,,,,official,,,,,,,,,,,,,3894,,,published,,,false,Dataset contains active business license data for the City of Seattle for 2011.,,,data.seattle.gov,,,true,jamie.carnell@seattle.gov,2011-10-26T17:47Z,Public Domain,https://data.seattle.gov/resource/c3ri-wwcn.json,,,,,2015-05-11T19:04Z,3840,business license,Finance,,dataset,c3ri-wwcn
https://data.seattle.gov/d/fi3h-biws,Sold,Department of Finance and Administrative Services,Finance and Administration,,,,,,,,,,,,,,,,,,,,,,rtg9-vvu6,,,,,,,,,official,,,,,,,,,,,,,2618,ihj6-wg8s,,published,,,true,,,,data.seattle.gov,,,true,,2013-12-19T19:11Z,Public Domain,https://data.seattle.gov/resource/fi3h-biws.json,,,,,2018-08-08T22:41Z,199,,Finance,,filter,fi3h-biws
https://data.seattle.gov/d/5dcm-xe6k,Mount Baker,Seattle Police Department,c,,,,http://seattle.gov/police/crime/default.htm,,,,,,,,,,,,,,,,,,hi7q-mki2,,,,,,,,,community,,,,,,,,,,,,,3430,3xqu-vnum,,published,,,true,"Seattle Part 1 Crime stats by precinct
The precinct and beat data can be found at
http://data.seattle.gov/Government/Seattle-Police-Department-Beats/nnxn-434b",,,data.seattle.gov,,,true,,2011-01-19T23:14Z,Public Domain,https://data.seattle.gov/resource/5dcm-xe6k.json,,,,,2014-07-21T21:42Z,140,"crime,violent,seattle,police",Public Safety,,chart,5dcm-xe6k
https://data.seattle.gov/d/jkef-6gpj,new,Seattle Fire Department,jhasselo,,,,http://web5.seattle.gov/MNM/incidentresponse.aspx,,,,,,,,,,,,,,,,,,s6bu-hqy3,,,,,,,,,community,,,,,,,,,,,,,3686,kzjm-xkqj,,published,,,true,Provides Seattle Fire Department 911 dispatches. Updated hourly.,,,data.seattle.gov,,,true,,2011-06-08T04:01Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/jkef-6gpj.json,,,,,2019-03-13T16:40Z,296,"seattle,911,fire,dispatch e911",Public Safety,,map view,jkef-6gpj
https://data.seattle.gov/d/pknd-dutm,Seattle Cultural Space Inventory Map,Office of Arts & Culture,Community Technology,,,,http://www.seattle.gov/arts/,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,6303,vsxr-aydq,,published,,,true,"These are the results of this ongoing inventory of cultural space in Seattle. From the largest to the smallest, The Office of Arts & Culture are counting every theater, gallery, arts office, rehearsal room, library, music club, museum, and cinema in town.",,,data.seattle.gov,,,true,jeffrey.pierce@seattle.gov,2014-06-27T19:10Z,Public Domain,https://data.seattle.gov/resource/pknd-dutm.json,,,,,2018-10-08T10:48Z,978,"art,space,cultural,square,feet,theater,galley,museum,artist,organization,creative",Community,,map view,pknd-dutm
https://data.seattle.gov/d/d7u8-eci3,no,Seattle Fire Department,jhasselo,,,,http://web5.seattle.gov/MNM/incidentresponse.aspx,,,,,,,,,,,,,,,,,,s6bu-hqy3,,,,,,,,,community,,,,,,,,,,,,,4252,kzjm-xkqj,,published,,,true,Provides Seattle Fire Department 911 dispatches. Updated hourly.,,,data.seattle.gov,,,true,,2011-06-08T00:43Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/d7u8-eci3.json,,,,,2019-03-13T16:40Z,317,"seattle,911,fire,dispatch e911",Public Safety,,map view,d7u8-eci3
https://data.seattle.gov/d/97c7-sqs7,June Crimes in Beat 4,Seattle Police Department,chrismetcalf-seattle,,,,http://seattle.gov/police/crime/default.htm,,,,,,,,,,,,,,,,,,fa8z-vufu,,,,,,,,,community,,,,,,,,,,,,,3050,3xqu-vnum,,published,,,true,"Seattle Part 1 Crime stats by precinct
The precinct and beat data can be found at
http://data.seattle.gov/Government/Seattle-Police-Department-Beats/nnxn-434b",,,data.seattle.gov,,,true,,2010-07-01T23:40Z,Public Domain,https://data.seattle.gov/resource/97c7-sqs7.json,,,,,2014-07-21T21:42Z,369,"crime,violent,seattle,police",Public Safety,,filter,97c7-sqs7
https://data.seattle.gov/d/hmzu-x5ed,Meals Programs in Seattle,Human Services Department,Department of Human Services,,,Other,http://www.seattle.gov/humanservices/,,,,,,,,,,,,,,,,,,zxcy-ghm5,,,,,,,,,official,,,,,,,,,,,,,5365,,,published,,,false,"This data set provides the names, locations, and service days of meal programs that serve free meals to low-income and homeless people in Seattle. It also provides the kinds of meals served.",,,data.seattle.gov,,,true,ali.peters@seattle.gov,2010-04-28T22:05Z,Public Domain,https://data.seattle.gov/resource/hmzu-x5ed.json,,,,,2019-02-27T15:04Z,2290,"meal providers,human services,meals,breakfast,lunch,dinner",Community,,dataset,hmzu-x5ed
https://data.seattle.gov/d/fthz-9fr6,Fire 911 Last 24 Hours,Seattle Fire Department,Seattle IT,,,,http://web5.seattle.gov/MNM/incidentresponse.aspx,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,19569,kzjm-xkqj,,published,,,true,"Fire calls that have happened since 12:00 am of the current day. The current day is updated at 8 am, so the view is an 8 to 36 hour window depending on the current time.",,,data.seattle.gov,,,true,,2010-07-30T19:13Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/fthz-9fr6.json,,,,,2019-03-13T16:40Z,316945,"seattle,911,fire",Public Safety,,filter,fthz-9fr6
https://data.seattle.gov/d/s3q4-fh73,Youth and Family Initiative All Top Priorities,Mayor's Office,Office of the Mayor,,,To Be Determined,http://mayormcginn.seattle.gov,,,,,,,,,,,,,,,,,,2h5m-u3bx,,,,,,,,,official,,,,,,,,,,,,,3667,,,published,,,false,"Results from 131 Community Caucuses, five large group workshops, the Youth Summit and via the web for Mayor Mike McGinn’s Youth and Families Initiative.",,,data.seattle.gov,,,true,,2010-06-04T20:39Z,Public Domain,https://data.seattle.gov/resource/s3q4-fh73.json,,,,,2011-08-21T02:48Z,2395,"youth,families,family,education,health,neighborhood,neighborhood safety,race,social justice,youth development,priorities",Education,,dataset,s3q4-fh73
https://data.seattle.gov/d/wmix-hidh,Coffee with the Sallys Map,Office of the City Clerk,Office of the City Clerk,,,,,,,,,,,,,,,,,,,,,,pwt8-uppf,,,,,,,,,official,,,,,,,,,,,,,2588,kdjv-k5qf,,published,,,true,Grab a coffee and join Seattle City Councilmember Sally Bagshaw and Seattle City Council President Sally Clark for conversation and caffeine out in your neighborhood.,,,data.seattle.gov,,,true,,2013-09-25T17:44Z,Public Domain,https://data.seattle.gov/resource/wmix-hidh.json,,,,,2015-02-24T21:34Z,139,"sally clark,sally bagshaw,seattle city council,coffee with the sallys",,,map view,wmix-hidh
https://data.seattle.gov/d/ctmb-zwk6,Fire 911 Last 24 Hours Map,Seattle Fire Department,Chris Metcalf,,,,http://web5.seattle.gov/MNM/incidentresponse.aspx,,,,,,,,,,,,,,,,,,i7d8-sc4w,,,,,,,,,official,,,,,,,,,,,,,2126,fthz-9fr6,,published,,,true,"Fire calls that have happened since 12:00 am of the current day. The current day is updated at 8 am, so the view is an 8 to 36 hour window depending on the current time.",,,data.seattle.gov,,,true,,2011-01-14T23:21Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/ctmb-zwk6.json,,,,,2019-03-13T16:40Z,373,"seattle,911,fire",Public Safety,,map view,ctmb-zwk6
https://data.seattle.gov/d/brqp-57id,Active Property Listings,Department of Finance and Administrative Services,Finance and Administration,,,,,,,,,,,,,,,,,,,,,,rtg9-vvu6,,,,,,,,,official,,,,,,,,,,,,,5578,ihj6-wg8s,,published,,,true,,,,data.seattle.gov,,,true,,2013-12-19T18:55Z,Public Domain,https://data.seattle.gov/resource/brqp-57id.json,,,,,2018-08-08T22:41Z,166,,Finance,,filter,brqp-57id
